Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	Abundances (Scaled): F1: Sample	Abundances (Scaled): F2: Sample	Abundances (Scaled): F3: Sample	Abundances (Scaled): F4: Sample	Abundances (Scaled): F5: Sample	Abundances (Scaled): F6: Sample	Abundances (Scaled): F7: Sample	Abundances (Scaled): F8: Sample	Abundances (Scaled): F9: Sample	Abundances (Scaled): F10: Sample	Abundances (Scaled): F11: Sample	Abundances (Scaled): F12: Sample	Abundance: F1: Sample	Abundance: F2: Sample	Abundance: F3: Sample	Abundance: F4: Sample	Abundance: F5: Sample	Abundance: F6: Sample	Abundance: F7: Sample	Abundance: F8: Sample	Abundance: F9: Sample	Abundance: F10: Sample	Abundance: F11: Sample	Abundance: F12: Sample	Found in Sample: [S1] F1: Sample	Found in Sample: [S2] F2: Sample	Found in Sample: [S3] F3: Sample	Found in Sample: [S4] F4: Sample	Found in Sample: [S5] F5: Sample	Found in Sample: [S6] F6: Sample	Found in Sample: [S7] F7: Sample	Found in Sample: [S8] F8: Sample	Found in Sample: [S9] F9: Sample	Found in Sample: [S10] F10: Sample	Found in Sample: [S11] F11: Sample	Found in Sample: [S12] F12: Sample	# Protein Groups	Modifications
FALSE	High	Master Protein	P19525	Interferon-induced, double-stranded RNA-activated protein kinase OS=Homo sapiens OX=9606 GN=EIF2AK2 PE=1 SV=2	0	9.734	7	3	9	3	551	62.1	8.4	14.99	3	91.6					175.8		100.2		259	360.6	212.9	384431.5625					737509.625		420298.625		1086583.625	1512889	893236.6875	Peak Found	Not Found	Not Found	High	High	High	Not Found	Peak Found	Not Found	High	High	High	1	
FALSE	High	Master Protein	Q96HB5	Coiled-coil domain-containing protein 120 OS=Homo sapiens OX=9606 GN=CCDC120 PE=1 SV=1	0	9.698	6	2	6	2	630	67.5	9.38	9.97	2				119.7			174.6	104.6		299.7	266.4	235				1045074.938			1524273.063	912935		2616824.875	2325894	2052006.125	Not Found	Not Found	Not Found	High	Not Found	Not Found	High	Peak Found	Not Found	High	High	High	1	
FALSE	High	Master Protein	Q9NSU2	Three-prime repair exonuclease 1 OS=Homo sapiens OX=9606 GN=TREX1 PE=1 SV=2	0	9.691	7	1	2	1	314	33.2	7.93	6.88	1	287.2			573.8	339								1535569.375			3068098.5	1812789.625								Peak Found	Not Found	High	High	Peak Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Q86UT8	Centrosomal AT-AC splicing factor OS=Homo sapiens OX=9606 GN=CENATAC PE=1 SV=1	0	9.632	12	3	16	3	332	38	8.22	23.83	3	47.2	75.8	127.9	154.4	196.2	140.9	41.2		26.7	77	197.9	114.8	936644.625	1502721.563	2537407.375	3063232.5	3892200.625	2794781.156	816455.25		528700.5	1526744.813	3924239.063	2277907.313	High	High	High	High	High	High	High	High	Peak Found	High	High	High	1	
FALSE	High	Master Protein	P56192	Methionine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=MARS1 PE=1 SV=2	0	9.595	4	2	8	2	900	101.1	6.16	16.61	2				181.9	275.2	147.1				106.8	260.9	228.1				759949.8125	1149912.375	614751.875				446189.9375	1090168.5	952998.625	Not Found	Not Found	Not Found	High	High	High	Not Found	Not Found	Not Found	High	High	High	1	
FALSE	High	Master Protein	Q6KB66	Keratin, type II cytoskeletal 80 OS=Homo sapiens OX=9606 GN=KRT80 PE=1 SV=2	0	9.593	7	3	6	2	452	50.5	5.67	11.61	3		615.9				584.1								5850668.875				5547901.5							Not Found	High	Not Found	Not Found	Not Found	Peak Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Q9BVC5	Ashwin OS=Homo sapiens OX=9606 GN=C2orf49 PE=1 SV=1	0	9.542	19	3	11	3	232	25.8	9.74	15.12	3	89.5	187.5	206.6		159.6		66.8	114.5	88.9	107.9	178.6		581600.75	1217916.375	1342162.5		1036977.25		433814.3125	743806.375	577434.1875	700749.125	1160042.5		Peak Found	High	Peak Found	Not Found	High	High	Peak Found	High	High	High	High	Not Found	1	
FALSE	High	Master Protein	Q9UGU0	Transcription factor 20 OS=Homo sapiens OX=9606 GN=TCF20 PE=1 SV=3	0	9.525	2	2	5	2	1960	211.6	9.04	12.05	2	186.5	102.4	96.3	99.7	119.7	73.5	79.8	141.4	85.7	100.6	114.5		2523948.5	1386485.25	1303222.375	1349993.75	1620344.875	994289.125	1080312.875	1914057.375	1159511.25	1362171	1549689.375		Peak Found	Peak Found	Peak Found	High	High	Peak Found	High	Peak Found	Peak Found	High	Peak Found	Not Found	1	
FALSE	High	Master Protein	P62879	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Homo sapiens OX=9606 GN=GNB2 PE=1 SV=3	0	9.497	9	2	6	2	340	37.3	6	8.94	2	57.7	24.9	34.4	107.9	41.2		39.2	232.4	216	117	248.3	80.9	868401.3438	375308.4375	517825.9063	1624834.906	620751.5625		590849.5	3498874.5	3252937	1761428.375	3739235	1218522.625	Peak Found	Peak Found	Peak Found	High	Peak Found	Not Found	Peak Found	High	High	High	High	Peak Found	1	
FALSE	High	Master Protein	P00558	Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3	0	9.466	8	2	4	2	417	44.6	8.1	5.98	2		46		70.5	62.4	63.5	127	162.1	62.1	297.5	229.3	79.5		473718.4375		726466.8125	643251.25	654545.125	1308448.813	1670745.938	639970.1875	3065603.938	2363151	819159.5625	Not Found	Peak Found	Not Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	1	
FALSE	High	Master Protein	Q93062	RNA-binding protein with multiple splicing OS=Homo sapiens OX=9606 GN=RBPMS PE=1 SV=1	0	9.452	13	2	6	2	196	21.8	8.07	6.72	2				284.9	215.3						369.5	330.3				1243949.75	939749.125						1613113	1441947.875	Not Found	Not Found	High	Peak Found	High	High	Not Found	Not Found	Not Found	Not Found	High	High	1	
FALSE	High	Master Protein	Q9HAU5	Regulator of nonsense transcripts 2 OS=Homo sapiens OX=9606 GN=UPF2 PE=1 SV=1	0	9.438	2	3	8	3	1272	147.7	5.69	7.27	3	93.7	298.8		223.3	276.6	124.8			40.7	61.6	45.8	34.6	488428.4688	1557214.875		1163679.25	1441704.063	650727.4375			212339.0781	321309.3125	238803.7656	180485.2969	High	High	High	High	Peak Found	Peak Found	Not Found	Not Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	P40222	Alpha-taxilin OS=Homo sapiens OX=9606 GN=TXLNA PE=1 SV=3	0	9.346	7	1	7	1	546	61.9	6.52	20.59	1				121.5	155.8	150.7				218.8	334	219.1				1171990.5	1502949.75	1453250.125				2110388.5	3221243.25	2112599.25	Not Found	Not Found	Not Found	Peak Found	High	High	Not Found	Not Found	Not Found	High	High	High	1	
FALSE	High	Master Protein	P00338	L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2	0	9.342	11	4	17	4	332	36.7	8.27	12.51	4	26.6	50.9	83	109.9	81.4	101.9	85.7	208.9	93.7	99.9	153.1	105.1	987225.375	1884783.625	3074740.875	4072508.25	3014467.875	3774127.188	3175891.063	7740675.375	3473108.125	3700734.563	5673915.125	3893892.938	Peak Found	High	High	High	Peak Found	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P62891	60S ribosomal protein L39 OS=Homo sapiens OX=9606 GN=RPL39 PE=1 SV=2	0	9.327	24	2	17	2	51	6.4	12.56	35.49	2	22.4	28.6	51.5	150.1	158.4	104.7	18	46.2	21.6	154.9	272.2	171.4	6954722.5	8863189.75	15980453	46541563.5	49114792	32478988	5582313.75	14311989	6701221	48024600	84390883	53140737	Peak Found	High	High	High	High	High	Peak Found	Peak Found	High	High	High	High	1	
FALSE	High	Master Protein	P62316	Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens OX=9606 GN=SNRPD2 PE=1 SV=1	0	9.314	25	3	7	3	118	13.5	9.91	13.97	3	144.3	113.6		174.6	211.3	131.3		110.6		107.8	151.8	54.7	1165621.25	917704.9375		1410062.5	1706079.75	1059993.25		893199.5		870131.375	1226057.125	441305.9688	Peak Found	Peak Found	High	High	High	High	Not Found	Peak Found	Not Found	Peak Found	High	Peak Found	1	
FALSE	High	Master Protein	P06396	Gelsolin OS=Homo sapiens OX=9606 GN=GSN PE=1 SV=1	0	9.248	4	2	4	2	782	85.6	6.28	8.89	2								546.8			450.7	202.5								1487780			1226449.375	550883.1875	Not Found	Not Found	High	Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	High	Peak Found	1	
FALSE	High	Master Protein	Q92828	Coronin-2A OS=Homo sapiens OX=9606 GN=CORO2A PE=1 SV=2	0	9.238	6	3	3	3	525	59.7	8.05	4.83	3	108.9	107.3	109.2	79.9	95.7	90.1	84	126.5	83.6	107.5	112	95.1	14480930	14262748.38	14520984.5	10616456.62	12722890	11971416	11169493	16821180.41	11115749.8	14288311.17	14894082.3	12644766.91	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	High	Peak Found	1	
FALSE	High	Master Protein	Q15427	Splicing factor 3B subunit 4 OS=Homo sapiens OX=9606 GN=SF3B4 PE=1 SV=1	0	9.157	6	2	9	2	424	44.4	8.56	16.39	2	97.1	83.7	95.4	111.8	122.2	111.6	66.8	92.6	71.4	107.6	136.6	103.4	4519078.563	3893391.063	4436763.063	5202380.375	5683330.063	5190479.563	3107021.5	4306515.5	3320787.5	5004324.563	6354791.125	4808878.5	High	High	High	High	High	High	High	Peak Found	Peak Found	Peak Found	High	Peak Found	1	
FALSE	High	Master Protein	Q96HU8	GTP-binding protein Di-Ras2 OS=Homo sapiens OX=9606 GN=DIRAS2 PE=1 SV=1	0	9.13	6	1	17	1	199	22.5	8.76	37.69	1	93.3	100.1	121.9	87.5	101.4	107.9	93.2	118.4	94.7	99	104.1	78.6	74612979.5	80010975.75	97495476	69941610.5	81052319.25	86313193.5	74538197.5	94656207.5	75753852.25	79151096	83280094	62844652.25	High	High	High	High	High	High	High	High	High	Peak Found	High	High	1	
FALSE	High	Master Protein	P06730	Eukaryotic translation initiation factor 4E OS=Homo sapiens OX=9606 GN=EIF4E PE=1 SV=2	0	9.099	15	3	17	3	217	25.1	6.15	31.52	3	86.6	132.8	119.5	247.5	211.1	167.2				82.2	90.4	62.6	4670760	7161871.375	6441455.375	13342097	11379332.75	9016680.375				4433017.375	4876228.125	3377664.688	High	Peak Found	High	High	High	High	Not Found	Not Found	Not Found	High	High	High	1	
FALSE	High	Master Protein	O75122	CLIP-associating protein 2 OS=Homo sapiens OX=9606 GN=CLASP2 PE=1 SV=3	0	9.088	3	2	5	2	1294	141	8.4	13.62	2																									Not Found	Not Found	Not Found	High	High	Not Found	Not Found	Not Found	Not Found	High	High	Not Found	1	
FALSE	High	Master Protein	P42357	Histidine ammonia-lyase OS=Homo sapiens OX=9606 GN=HAL PE=1 SV=1	0	9.052	5	3	3	3	657	72.7	6.95	4.31	3	132.7	238.7	51.4	98.1		138.6	102	160.1	108.1	88.3		82.2	1325863.313	2386255.563	513319.6875	980053		1385225.375	1019271	1599807.25	1080298.875	882745.8125		821181	Peak Found	High	Peak Found	Peak Found	Not Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	Peak Found	1	
FALSE	High	Master Protein	Q12904	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens OX=9606 GN=AIMP1 PE=1 SV=2	0	9.021	10	2	6	2	312	34.3	8.43	14.5	2	122.3	91.6	112	93.7	111.4	85.3	84.2	111.8	93.2	90.4	118.6	85.4	9367502	7015304	8575121	7172808	8532437	6531915.5	6449401.5	8558071	7136822.5	6925076	9077700	6540175.5	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	1	
FALSE	High	Master Protein	Q8IZH2	5'-3' exoribonuclease 1 OS=Homo sapiens OX=9606 GN=XRN1 PE=1 SV=1	0	8.975	2	3	8	3	1706	194	7.21	10.9	3		52.2	44.8	299.4	312.9	163.2				98.9	87.3	141.4		450754.4688	386770.125	2586673.125	2703382.875	1409727.813				854384.375	754536.6875	1221298.5	Not Found	Peak Found	Peak Found	High	High	High	Not Found	Not Found	Not Found	Peak Found	Peak Found	High	1	
FALSE	High	Master Protein	P10599	Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3	0	8.953	22	2	8	2	105	11.7	4.92	15.88	2	59.9	345.6	133.1	73.9	212.7	27.4	38.3	30.4	82.9	38.7	119.5	37.6	1076442.063	6211405.5	2393065.25	1328237.625	3822970.125	491830.4063	688000.25	546387.25	1490743.063	696149.75	2148341.813	675555.25	High	High	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	High	High	Peak Found	1	
FALSE	High	Master Protein	P61927	60S ribosomal protein L37 OS=Homo sapiens OX=9606 GN=RPL37 PE=1 SV=2	0	8.934	21	2	11	2	97	11.1	11.74	19.56	2	15.9	94.8	196.8	122.8	382.3	46.7	5.3		74.7	18.3	143.5	99	402659.7188	2407197.75	4997559.875	3117654.125	9709442.875	1186012.453	133754.1563		1897626.945	463636.0273	3645005.25	2513416.273	Peak Found	Peak Found	High	High	High	High	Peak Found	Not Found	High	High	High	High	1	
FALSE	High	Master Protein	Q8NAV1	Pre-mRNA-splicing factor 38A OS=Homo sapiens OX=9606 GN=PRPF38A PE=1 SV=1	0	8.867	8	2	5	2	312	37.5	9.96	11.82	2	116.9	111.7		113.5	115.1	111.1	116.2	127.3	97.4	94.9	116.1	79.8	4767277.5	4553135.5		4626901	4690722.5	4529032	4738974.5	5190302.5	3970004	3870448	4734334	3252566	Peak Found	High	Not Found	High	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	P52701	DNA mismatch repair protein Msh6 OS=Homo sapiens OX=9606 GN=MSH6 PE=1 SV=2	0	8.787	3	3	12	3	1360	152.7	6.9	10.93	3		17		141.4	163.3	133.1	51.9	89.1	85	150.4	212.8	156		300616.3438		2505368	2893469.75	2359060.438	920191.0625	1579228.125	1506911.281	2665153.5	3770764.5	2764805.469	Not Found	Peak Found	Not Found	High	High	Peak Found	Peak Found	High	Peak Found	High	High	High	1	
FALSE	High	Master Protein	Q14692	Ribosome biogenesis protein BMS1 homolog OS=Homo sapiens OX=9606 GN=BMS1 PE=1 SV=1	0	8.746	2	2	3	2	1282	145.7	6.44	4.65	2				492	442.2							265.8				1762329.75	1583723.875							952053.75	Not Found	Not Found	Not Found	High	Peak Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	Peak Found	1	
FALSE	High	Master Protein	P59998	Actin-related protein 2/3 complex subunit 4 OS=Homo sapiens OX=9606 GN=ARPC4 PE=1 SV=3	0	8.722	21	4	21	4	168	19.7	8.43	21.5	4	68	57.3	55.1	137.7	83.2	63.2	58.9	189	124.2	120.5	169.8	73	3365189.313	2837173.313	2725737.938	6818095.188	4119189.375	3130465.375	2918020.188	9357696.375	6147460.438	5964872.25	8404391.563	3614324.75	Peak Found	Peak Found	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9H7E9	UPF0488 protein C8orf33 OS=Homo sapiens OX=9606 GN=C8orf33 PE=1 SV=1	0	8.716	11	2	17	2	229	25	9.95	39.24	2	61.9		80	148.8	209.8	142.5		19.2		148.7	249.7	139.4	2221948.75		2871656.5	5343932.75	7534085.5	5119145.5		688139.3125		5341589.5	8967528.75	5007439	Peak Found	Not Found	High	High	High	High	Not Found	High	Not Found	High	High	High	1	
FALSE	High	Master Protein	Q12849	G-rich sequence factor 1 OS=Homo sapiens OX=9606 GN=GRSF1 PE=1 SV=3	0	8.708	6	3	8	3	480	53.1	6.19	17.5	3				430.1	213.8	134.5				68.9	82.9	269.8				8697181.25	4324393.125	2720148.75				1392425	1676912.375	5457311.75	Not Found	Not Found	Not Found	High	High	Peak Found	Not Found	Not Found	Not Found	High	High	High	1	
FALSE	High	Master Protein	Q92667	A-kinase anchor protein 1, mitochondrial OS=Homo sapiens OX=9606 GN=AKAP1 PE=1 SV=1	0	8.638	7	3	3	3	903	97.3	4.94	4.6	3																									Not Found	Not Found	Not Found	Not Found	High	High	Not Found	Not Found	Not Found	Not Found	High	Not Found	1	
FALSE	High	Master Protein	Q99459	Cell division cycle 5-like protein OS=Homo sapiens OX=9606 GN=CDC5L PE=1 SV=2	0	8.625	3	2	5	2	802	92.2	8.18	4.19	2	58.3	46.7	28.6	300.4	286.3	143.7				94.4	143.3	98.3	770772.9375	617295.1875	377634.3125	3972988	3786973.25	1901221.25				1248913.125	1895582.625	1300002.75	Peak Found	Peak Found	Peak Found	High	High	High	Not Found	Not Found	Not Found	Peak Found	High	Peak Found	1	
FALSE	High	Master Protein	P63096	Guanine nucleotide-binding protein G(i) subunit alpha-1 OS=Homo sapiens OX=9606 GN=GNAI1 PE=1 SV=2	0	8.622	10	3	12	1	354	40.3	5.97	23.4	3		176.8					253.7	475	294.5					1223618					1756044.625	3288371.5	2038815.25				Not Found	Peak Found	Not Found	Not Found	Not Found	Not Found	Peak Found	High	Peak Found	Not Found	High	Not Found	1	
FALSE	High	Master Protein	Q9Y6U3	Scinderin OS=Homo sapiens OX=9606 GN=SCIN PE=1 SV=4	0	8.595	4	2	5	2	715	80.4	5.71	12.77	2																									Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	High	High	1	
FALSE	High	Master Protein	Q96HE9	Proline-rich protein 11 OS=Homo sapiens OX=9606 GN=PRR11 PE=1 SV=1	0	8.508	6	1	1	1	360	40.1	10.11	5.25	1										201.7	872.7	125.6										1136284.125	4917500	707659.125	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Peak Found	High	Peak Found	1	
FALSE	High	Master Protein	A0A0B4J2D9	Immunoglobulin kappa variable 1D-13 OS=Homo sapiens OX=9606 GN=IGKV1D-13 PE=3 SV=1	0	8.466	14	1	23	1	117	12.6	7.84	60.1	1	9.6	14.6	21.2	182.5	270.3	145.3	15	17.6	9.1	169	199.5	146.4	9498802	14468012.25	20948797	180484485	267281712	143698845	14802239.5	17386239.25	8996088	167160883.3	197283423.9	144799223.1	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q96AQ6	Pre-B-cell leukemia transcription factor-interacting protein 1 OS=Homo sapiens OX=9606 GN=PBXIP1 PE=1 SV=1	0	8.439	7	3	4	3	731	80.6	5.33	2.63	3	130.5			180		225.1		336.4	40.6	133.3		154.1	2552551.75			3522476.75		4405366		6582900	794083.625	2607802.25		3014535.5	Peak Found	Not Found	Not Found	Peak Found	High	Peak Found	Not Found	High	Peak Found	High	High	Peak Found	1	
FALSE	High	Master Protein	Q9UK61	Protein TASOR OS=Homo sapiens OX=9606 GN=TASOR PE=1 SV=3	0	8.433	2	3	7	3	1670	188.9	5.8	10.03	3	215.8	114.7	193.3	155.5	160.3	173.3					187.1		1190135.938	632588.1875	1066340.5	857652.125	884398.125	955911.9375					1031708.75		High	High	High	High	Peak Found	Peak Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	1	
FALSE	High	Master Protein	Q14527	Helicase-like transcription factor OS=Homo sapiens OX=9606 GN=HLTF PE=1 SV=2	0	8.429	3	3	6	3	1009	113.9	8.6	7.2	3	66.9	55.8	122	110.6	130.7	73.2	88.6	144.3	57.4	127.2	134.6	88.8	1879485.75	1566517.25	3427508	3106798.5	3670129.75	2054565.5	2487720.75	4054061.75	1611351.125	3571142.125	3778974.563	2493868.375	Peak Found	High	Peak Found	High	High	High	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q5JWF2	Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Homo sapiens OX=9606 GN=GNAS PE=1 SV=2	0	8.356	4	3	10	2	1037	111	5.03	19.46	3																									Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	P35241	Radixin OS=Homo sapiens OX=9606 GN=RDX PE=1 SV=1	0	8.317	6	4	11	4	583	68.5	6.37	6.84	4				145.6	99.2	131.5		82.1	44	153.6	328.8	215.3				2657004.844	1809682.375	2400611.313		1498402.75	802532.0313	2802506.813	6000373.25	3930026.875	Not Found	Not Found	Not Found	High	High	High	Not Found	High	Peak Found	High	High	High	1	
FALSE	High	Master Protein	Q13765	Nascent polypeptide-associated complex subunit alpha OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1	0	8.308	7	1	5	1	215	23.4	4.56	12.07	1																									Not Found	Not Found	Not Found	High	High	Not Found	Not Found	Not Found	Not Found	High	High	High	1	
FALSE	High	Master Protein	Q9Y2D5	A-kinase anchor protein 2 OS=Homo sapiens OX=9606 GN=AKAP2 PE=1 SV=3	0	8.286	5	2	2	2	859	94.6	5.11	0	2																									Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	High	1	
FALSE	High	Master Protein	P43246	DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1	0	8.273	4	3	4	3	934	104.7	5.77	0	3										1200												7430097.5			Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	High	Not Found	1	
FALSE	High	Master Protein	P01593	Immunoglobulin kappa variable 1D-33 OS=Homo sapiens OX=9606 GN=IGKV1D-33 PE=1 SV=2	0	8.263	14	1	7	1	117	12.8	4.78	24.39	1							303.7	508.7	387.6										1959908.125	3282551.25	2501069.5				High	High	High	Not Found	Not Found	Not Found	High	High	High	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	P55769	NHP2-like protein 1 OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV=3	0	8.259	19	2	4	2	128	14.2	8.46	10.33	2				511.7	448.5	239.8										2040368.375	1788506.375	956277.125							Not Found	Not Found	Not Found	High	High	Peak Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	P13987	CD59 glycoprotein OS=Homo sapiens OX=9606 GN=CD59 PE=1 SV=1	0	8.249	26	3	4	3	128	14.2	6.48	5.49	3	44.4		44	74.4			88.5	503.2	213.4	96	136.1		610581.5625		605384.0625	1022639			1216470.875	6918234.5	2934334.5	1319255.875	1870806.625		Peak Found	Not Found	Peak Found	Peak Found	Not Found	Not Found	Peak Found	High	High	Peak Found	Peak Found	Not Found	1	
FALSE	High	Master Protein	P05023	Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens OX=9606 GN=ATP1A1 PE=1 SV=1	0	8.237	3	2	4	2	1023	112.8	5.49	5.88	2		101.2	99.1	100.5	101.4	130.3		145.6	90.5	113.7	191.3	126.4		768655.9375	752693.125	763153.75	770027.375	989889.3125		1105640.5	686955.5	863700.5	1452578.375	959827.875	Not Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Not Found	Peak Found	Peak Found	High	High	Peak Found	1	
FALSE	High	Master Protein	Q9NNW5	WD repeat-containing protein 6 OS=Homo sapiens OX=9606 GN=WDR6 PE=1 SV=1	0	8.16	3	1	4	1	1121	121.6	6.87	15.54	1																									Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	Not Found	Not Found	High	High	High	1	
FALSE	High	Master Protein	Q8NC56	LEM domain-containing protein 2 OS=Homo sapiens OX=9606 GN=LEMD2 PE=1 SV=1	0	8.129	10	2	9	2	503	56.9	9	20.3	2	195.6	149.8	171.8	142.4	209.2	151.8					179.4		737042.5625	564462.6875	647394.4375	536745.875	788423.125	572207.75					676153.75		High	High	High	Peak Found	High	High	Not Found	Not Found	Not Found	Not Found	High	High	1	
FALSE	High	Master Protein	P98179	RNA-binding protein 3 OS=Homo sapiens OX=9606 GN=RBM3 PE=1 SV=1	0.001	7.961	11	1	6	1	157	17.2	8.91	17.96	1		197.8	136.2	272.4	116.7	108.6			116.1	135.8		116.5		1344832.125	926428.9375	1852300	793393.875	738582.25			789594.875	923426.75		792177.3125	Not Found	High	Peak Found	High	High	High	Not Found	Not Found	Peak Found	Peak Found	Not Found	High	1	
FALSE	High	Master Protein	Q13547	Histone deacetylase 1 OS=Homo sapiens OX=9606 GN=HDAC1 PE=1 SV=1	0.001	7.939	8	3	13	3	482	55.1	5.48	21.38	3				201.9	199.1	182.5				157.2	266.4	193				2952518.5	2911868.5	2669716.125				2298620.188	3896420.25	2822741.125	Not Found	Not Found	Not Found	High	High	High	Not Found	Not Found	Not Found	High	High	High	1	
FALSE	High	Master Protein	P61981	14-3-3 protein gamma OS=Homo sapiens OX=9606 GN=YWHAG PE=1 SV=2	0.001	7.913	12	3	18	1	247	28.3	4.89	26.33	3																									Not Found	High	Not Found	High	Not Found	High	High	Not Found	High	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	P63244	Receptor of activated protein C kinase 1 OS=Homo sapiens OX=9606 GN=RACK1 PE=1 SV=3	0.001	7.905	5	1	1	1	317	35.1	7.69	2.87	1																									Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	1	
FALSE	High	Master Protein	P01877	Immunoglobulin heavy constant alpha 2 OS=Homo sapiens OX=9606 GN=IGHA2 PE=1 SV=4	0.001	7.862	7	2	3	1	340	36.6	6.27	8.13	2																									Not Found	Not Found	High	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Q14684	Ribosomal RNA processing protein 1 homolog B OS=Homo sapiens OX=9606 GN=RRP1B PE=1 SV=3	0.001	7.837	4	2	4	2	758	84.4	9.76	5.66	2																									Not Found	Not Found	Not Found	Not Found	High	High	Not Found	Not Found	Not Found	Not Found	Not Found	High	1	
FALSE	High	Master Protein	P07477	Serine protease 1 OS=Homo sapiens OX=9606 GN=PRSS1 PE=1 SV=1	0.001	7.823	11	2	12	2	247	26.5	6.51	19.13	2	107.8	104.5	124	73.7	88.3	79.3	64.5	113.8	83.1	114.7	139.1	107.1	96392649.75	93378925	110868166	65888832.5	78948363	70890692.25	57663609	101725959.6	74326811.5	102561164.6	124348327.5	95742544.75	High	High	High	High	High	Peak Found	Peak Found	High	Peak Found	High	High	High	1	
FALSE	High	Master Protein	Q13829	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 2 OS=Homo sapiens OX=9606 GN=TNFAIP1 PE=1 SV=1	0.001	7.784	7	2	6	2	316	36.2	8.03	8.51	2	84.3	97.4	103.3	91.5	110	110.5	83.7	99.5	84.8	113.1	114	107.9	4274465	4941490	5240329.5	4638772.5	5578551.25	5602611.469	4246916.5	5045984.5	4300246.5	5736348.688	5781602.125	5471935.25	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	1	
FALSE	High	Master Protein	Q8WXX5	DnaJ homolog subfamily C member 9 OS=Homo sapiens OX=9606 GN=DNAJC9 PE=1 SV=1	0.001	7.758	15	3	9	3	260	29.9	5.73	17.17	3	62.7		54.3	208.1	96.9	99.9	92.1			113.4	367.1	105.4	918391.25		795426.9375	3048691.625	1419239.75	1463796.125	1349646.625			1660296.625	5377075.25	1543492	Peak Found	Not Found	Peak Found	Peak Found	High	High	Peak Found	Not Found	Not Found	High	High	High	1	
