PATH	UNIPROT	PATHNAME
hsa04371	Q9UGI9	Apelin signaling pathway
hsa04371	P01111	Apelin signaling pathway
hsa04371	P22612	Apelin signaling pathway
hsa04371	Q15746	Apelin signaling pathway
hsa04371	P27361	Apelin signaling pathway
hsa04371	Q9UQL6	Apelin signaling pathway
hsa04371	Q9NQ66	Apelin signaling pathway
hsa04371	Q00722	Apelin signaling pathway
hsa04371	P35414	Apelin signaling pathway
hsa04371	P54619	Apelin signaling pathway
hsa04371	P63211	Apelin signaling pathway
hsa04371	P30556	Apelin signaling pathway
hsa04371	Q13131	Apelin signaling pathway
hsa04371	Q13370	Apelin signaling pathway
hsa04371	P12830	Apelin signaling pathway
hsa04371	Q9UBS0	Apelin signaling pathway
hsa04371	P28482	Apelin signaling pathway
hsa04371	Q9HAV0	Apelin signaling pathway
hsa04371	P50148	Apelin signaling pathway
hsa04371	Q99570	Apelin signaling pathway
hsa04371	Q01970	Apelin signaling pathway
hsa04371	P78504	Apelin signaling pathway
hsa04371	P00750	Apelin signaling pathway
hsa04371	P0DP25	Apelin signaling pathway
hsa04371	P84022	Apelin signaling pathway
hsa04371	P62736	Apelin signaling pathway
hsa04371	P10916	Apelin signaling pathway
hsa04371	Q8NEB9	Apelin signaling pathway
hsa04371	Q16656	Apelin signaling pathway
hsa04371	P61952	Apelin signaling pathway
hsa04371	P16520	Apelin signaling pathway
hsa04371	Q9UBK2	Apelin signaling pathway
hsa04371	Q9NZT1	Apelin signaling pathway
hsa04371	Q9Y478	Apelin signaling pathway
hsa04371	O43306	Apelin signaling pathway
hsa04371	P08590	Apelin signaling pathway
hsa04371	Q15147	Apelin signaling pathway
hsa04371	Q14344	Apelin signaling pathway
hsa04371	P0DP23	Apelin signaling pathway
hsa04371	Q00059	Apelin signaling pathway
hsa04371	P0DP24	Apelin signaling pathway
hsa04371	P42345	Apelin signaling pathway
hsa04371	Q8NFM4	Apelin signaling pathway
hsa04390	P60709	Hippo signaling pathway
hsa04390	Q13188	Hippo signaling pathway
hsa04390	O00144	Hippo signaling pathway
hsa04390	Q9Y2T1	Hippo signaling pathway
hsa04390	Q9Y2T4	Hippo signaling pathway
hsa04390	P49674	Hippo signaling pathway
hsa04390	P22004	Hippo signaling pathway
hsa04390	P02771	Hippo signaling pathway
hsa04390	P30154	Hippo signaling pathway
hsa04390	Q9GZV5	Hippo signaling pathway
hsa04390	O43623	Hippo signaling pathway
hsa04390	P10070	Hippo signaling pathway
hsa04390	P62714	Hippo signaling pathway
hsa04390	Q969F2	Hippo signaling pathway
hsa04390	P30279	Hippo signaling pathway
hsa04390	Q9BXH1	Hippo signaling pathway
hsa04390	P18075	Hippo signaling pathway
hsa04390	Q9UJU2	Hippo signaling pathway
hsa04390	P05230	Hippo signaling pathway
hsa04390	Q5IJ48	Hippo signaling pathway
hsa04390	P67775	Hippo signaling pathway
hsa04390	P31946	Hippo signaling pathway
hsa04390	P37173	Hippo signaling pathway
hsa04390	P36897	Hippo signaling pathway
hsa04390	P04628	Hippo signaling pathway
hsa04390	A6NIX2	Hippo signaling pathway
hsa04390	P56706	Hippo signaling pathway
hsa04390	Q92796	Hippo signaling pathway
hsa04390	Q8TEW0	Hippo signaling pathway
hsa04390	Q92997	Hippo signaling pathway
hsa04390	P29279	Hippo signaling pathway
hsa04390	P62140	Hippo signaling pathway
hsa04390	O14905	Hippo signaling pathway
hsa04390	Q13485	Hippo signaling pathway
hsa04390	P36402	Hippo signaling pathway
hsa04390	P46937	Hippo signaling pathway
hsa04390	P22003	Hippo signaling pathway
hsa04390	P63104	Hippo signaling pathway
hsa04390	Q9UGP4	Hippo signaling pathway
hsa04390	P41743	Hippo signaling pathway
hsa04390	Q9UP38	Hippo signaling pathway
hsa04390	Q15700	Hippo signaling pathway
hsa04390	Q6KF10	Hippo signaling pathway
hsa04390	Q6ZTQ3	Hippo signaling pathway
hsa04390	O00755	Hippo signaling pathway
hsa04390	Q15561	Hippo signaling pathway
hsa04390	P36894	Hippo signaling pathway
hsa04390	P28347	Hippo signaling pathway
hsa04390	P05121	Hippo signaling pathway
hsa04390	P36873	Hippo signaling pathway
hsa04390	P82279	Hippo signaling pathway
hsa04390	P35221	Hippo signaling pathway
hsa04390	Q93098	Hippo signaling pathway
hsa04390	P84022	Hippo signaling pathway
hsa04390	Q9NRM7	Hippo signaling pathway
hsa04390	P35240	Hippo signaling pathway
hsa04390	Q9ULW2	Hippo signaling pathway
hsa04390	Q9H1J7	Hippo signaling pathway
hsa04390	P03971	Hippo signaling pathway
hsa04390	O15350	Hippo signaling pathway
hsa04390	Q9H461	Hippo signaling pathway
hsa04390	P12644	Hippo signaling pathway
hsa04390	Q15796	Hippo signaling pathway
hsa04390	O14904	Hippo signaling pathway
hsa04390	Q13625	Hippo signaling pathway
hsa04390	Q04917	Hippo signaling pathway
hsa04390	P56704	Hippo signaling pathway
hsa04390	Q9HCS4	Hippo signaling pathway
hsa04390	O96014	Hippo signaling pathway
hsa04390	O00744	Hippo signaling pathway
hsa04390	P49841	Hippo signaling pathway
hsa04390	Q6P1M3	Hippo signaling pathway
hsa04390	O95835	Hippo signaling pathway
hsa04390	Q15562	Hippo signaling pathway
hsa04390	Q9UKB1	Hippo signaling pathway
hsa04390	Q969G9	Hippo signaling pathway
hsa04390	P25054	Hippo signaling pathway
hsa04390	P30281	Hippo signaling pathway
hsa04390	Q99594	Hippo signaling pathway
hsa04390	P56705	Hippo signaling pathway
hsa04390	Q14332	Hippo signaling pathway
hsa04390	P10600	Hippo signaling pathway
hsa04390	Q9H4B6	Hippo signaling pathway
hsa04390	O60353	Hippo signaling pathway
hsa04390	P48730	Hippo signaling pathway
hsa04390	P34820	Hippo signaling pathway
hsa04390	O00238	Hippo signaling pathway
hsa04390	Q9H8S9	Hippo signaling pathway
hsa04390	P62258	Hippo signaling pathway
hsa04390	P24385	Hippo signaling pathway
hsa04390	Q00005	Hippo signaling pathway
hsa04390	Q9Y6F9	Hippo signaling pathway
hsa04390	O14640	Hippo signaling pathway
hsa04390	P41134	Hippo signaling pathway
hsa04390	P35222	Hippo signaling pathway
hsa04390	P61812	Hippo signaling pathway
hsa04390	P09544	Hippo signaling pathway
hsa04390	P15514	Hippo signaling pathway
hsa04390	P48431	Hippo signaling pathway
hsa04390	P30153	Hippo signaling pathway
hsa04390	Q7Z4P5	Hippo signaling pathway
hsa04390	P49674	Hippo signaling pathway
hsa04390	Q9NPB6	Hippo signaling pathway
hsa04390	P01106	Hippo signaling pathway
hsa04390	Q8TDM6	Hippo signaling pathway
hsa04390	Q12959	Hippo signaling pathway
hsa04390	O15392	Hippo signaling pathway
hsa04390	Q8N3R9	Hippo signaling pathway
hsa04390	Q13873	Hippo signaling pathway
hsa04390	Q7Z5Y6	Hippo signaling pathway
hsa04390	Q93097	Hippo signaling pathway
hsa04390	Q8IX03	Hippo signaling pathway
hsa04390	P61981	Hippo signaling pathway
hsa04390	P12643	Hippo signaling pathway
hsa04390	P43026	Hippo signaling pathway
hsa04390	O15105	Hippo signaling pathway
hsa04390	Q9ULV1	Hippo signaling pathway
hsa04390	Q96PG8	Hippo signaling pathway
hsa04390	Q15334	Hippo signaling pathway
hsa04390	P62136	Hippo signaling pathway
hsa04390	Q13489	Hippo signaling pathway
hsa04390	P26232	Hippo signaling pathway
hsa04390	Q8N878	Hippo signaling pathway
hsa04390	P41221	Hippo signaling pathway
hsa04390	P63151	Hippo signaling pathway
hsa04390	Q14160	Hippo signaling pathway
hsa04390	Q02363	Hippo signaling pathway
hsa04390	Q66LE6	Hippo signaling pathway
hsa04390	Q9NS23	Hippo signaling pathway
hsa04390	O95996	Hippo signaling pathway
hsa04390	Q7L9L4	Hippo signaling pathway
hsa04390	Q9NPG1	Hippo signaling pathway
hsa04390	Q9NQB0	Hippo signaling pathway
hsa04390	Q96IF1	Hippo signaling pathway
hsa04390	Q15797	Hippo signaling pathway
hsa04390	Q13490	Hippo signaling pathway
hsa04390	Q9BYG4	Hippo signaling pathway
hsa04390	P01137	Hippo signaling pathway
hsa04390	P78352	Hippo signaling pathway
hsa04390	Q96NE9	Hippo signaling pathway
hsa04390	Q9UI47	Hippo signaling pathway
hsa04390	P63261	Hippo signaling pathway
hsa04390	O14641	Hippo signaling pathway
hsa04390	Q05513	Hippo signaling pathway
hsa04390	P05107	Hippo signaling pathway
hsa04390	Q9GZT5	Hippo signaling pathway
hsa04390	Q9UBV4	Hippo signaling pathway
hsa04390	O15169	Hippo signaling pathway
hsa04390	P56703	Hippo signaling pathway
hsa04390	Q9BYG5	Hippo signaling pathway
hsa04390	P27348	Hippo signaling pathway
hsa04390	Q9H1J5	Hippo signaling pathway
hsa04390	O75084	Hippo signaling pathway
hsa04390	Q9Y297	Hippo signaling pathway
hsa04390	Q13467	Hippo signaling pathway
hsa04390	P12830	Hippo signaling pathway
hsa04390	Q4VCS5	Hippo signaling pathway
hsa04392	Q15561	Hippo signaling pathway - multiple species
hsa04392	Q6ZTQ3	Hippo signaling pathway - multiple species
hsa04392	Q13188	Hippo signaling pathway - multiple species
hsa04392	O95835	Hippo signaling pathway - multiple species
hsa04392	Q6V0I7	Hippo signaling pathway - multiple species
hsa04392	Q9NRM7	Hippo signaling pathway - multiple species
hsa04392	Q13153	Hippo signaling pathway - multiple species
hsa04392	Q96IF1	Hippo signaling pathway - multiple species
hsa04392	Q15562	Hippo signaling pathway - multiple species
hsa04392	P49674	Hippo signaling pathway - multiple species
hsa04392	P28347	Hippo signaling pathway - multiple species
hsa04392	Q9UGP4	Hippo signaling pathway - multiple species
hsa04392	P46937	Hippo signaling pathway - multiple species
hsa04392	Q8IX03	Hippo signaling pathway - multiple species
hsa04392	Q9NS23	Hippo signaling pathway - multiple species
hsa04392	Q9H8S9	Hippo signaling pathway - multiple species
hsa04392	Q7L9L4	Hippo signaling pathway - multiple species
hsa04392	P35240	Hippo signaling pathway - multiple species
hsa04392	Q9GZV5	Hippo signaling pathway - multiple species
hsa04392	P49674	Hippo signaling pathway - multiple species
hsa04392	P50749	Hippo signaling pathway - multiple species
hsa04392	Q96JQ0	Hippo signaling pathway - multiple species
hsa04392	Q9H4B6	Hippo signaling pathway - multiple species
hsa04392	Q8N878	Hippo signaling pathway - multiple species
hsa04392	Q99594	Hippo signaling pathway - multiple species
hsa04392	Q9H2L5	Hippo signaling pathway - multiple species
hsa04392	Q6V1P9	Hippo signaling pathway - multiple species
hsa04392	A6NIX2	Hippo signaling pathway - multiple species
hsa04392	Q96NE9	Hippo signaling pathway - multiple species
hsa04630	Q14626	JAK-STAT signaling pathway
hsa04630	Q6UWB1	JAK-STAT signaling pathway
hsa04630	P10415	JAK-STAT signaling pathway
hsa04630	P27986	JAK-STAT signaling pathway
hsa04630	P52333	JAK-STAT signaling pathway
hsa04630	P42224	JAK-STAT signaling pathway
hsa04630	P13232	JAK-STAT signaling pathway
hsa04630	P16234	JAK-STAT signaling pathway
hsa04630	Q13651	JAK-STAT signaling pathway
hsa04630	P32881	JAK-STAT signaling pathway
hsa04630	P15509	JAK-STAT signaling pathway
hsa04630	P29459	JAK-STAT signaling pathway
hsa04630	P48357	JAK-STAT signaling pathway
hsa04630	Q8N6P7	JAK-STAT signaling pathway
hsa04630	Q9P0W0	JAK-STAT signaling pathway
hsa04630	P30279	JAK-STAT signaling pathway
hsa04630	Q99650	JAK-STAT signaling pathway
hsa04630	Q13007	JAK-STAT signaling pathway
hsa04630	O14544	JAK-STAT signaling pathway
hsa04630	Q07820	JAK-STAT signaling pathway
hsa04630	P01569	JAK-STAT signaling pathway
hsa04630	Q92793	JAK-STAT signaling pathway
hsa04630	Q969D9	JAK-STAT signaling pathway
hsa04630	P40189	JAK-STAT signaling pathway
hsa04630	Q9Y243	JAK-STAT signaling pathway
hsa04630	P41159	JAK-STAT signaling pathway
hsa04630	Q8WXH5	JAK-STAT signaling pathway
hsa04630	P01571	JAK-STAT signaling pathway
hsa04630	Q6EBC2	JAK-STAT signaling pathway
hsa04630	O75159	JAK-STAT signaling pathway
hsa04630	P01106	JAK-STAT signaling pathway
hsa04630	Q16619	JAK-STAT signaling pathway
hsa04630	Q9UHF4	JAK-STAT signaling pathway
hsa04630	P60568	JAK-STAT signaling pathway
hsa04630	Q9HBE5	JAK-STAT signaling pathway
hsa04630	P31785	JAK-STAT signaling pathway
hsa04630	P01579	JAK-STAT signaling pathway
hsa04630	P01589	JAK-STAT signaling pathway
hsa04630	Q07890	JAK-STAT signaling pathway
hsa04630	P04085	JAK-STAT signaling pathway
hsa04630	Q07889	JAK-STAT signaling pathway
hsa04630	P40238	JAK-STAT signaling pathway
hsa04630	P13725	JAK-STAT signaling pathway
hsa04630	P0DML2	JAK-STAT signaling pathway
hsa04630	P01236	JAK-STAT signaling pathway
hsa04630	Q5VWK5	JAK-STAT signaling pathway
hsa04630	P05231	JAK-STAT signaling pathway
hsa04630	P01241	JAK-STAT signaling pathway
hsa04630	Q9NPF7	JAK-STAT signaling pathway
hsa04630	Q86WN2	JAK-STAT signaling pathway
hsa04630	P26441	JAK-STAT signaling pathway
hsa04630	O14543	JAK-STAT signaling pathway
hsa04630	P05013	JAK-STAT signaling pathway
hsa04630	P14136	JAK-STAT signaling pathway
hsa04630	O15524	JAK-STAT signaling pathway
hsa04630	P05113	JAK-STAT signaling pathway
hsa04630	O60674	JAK-STAT signaling pathway
hsa04630	P10912	JAK-STAT signaling pathway
hsa04630	P05014	JAK-STAT signaling pathway
hsa04630	P09619	JAK-STAT signaling pathway
hsa04630	Q92783	JAK-STAT signaling pathway
hsa04630	P05015	JAK-STAT signaling pathway
hsa04630	Q13642	JAK-STAT signaling pathway
hsa04630	Q06124	JAK-STAT signaling pathway
hsa04630	O14512	JAK-STAT signaling pathway
hsa04630	P15018	JAK-STAT signaling pathway
hsa04630	Q6UXL0	JAK-STAT signaling pathway
hsa04630	P04049	JAK-STAT signaling pathway
hsa04630	P51692	JAK-STAT signaling pathway
hsa04630	P26951	JAK-STAT signaling pathway
hsa04630	P01127	JAK-STAT signaling pathway
hsa04630	P31749	JAK-STAT signaling pathway
hsa04630	P29350	JAK-STAT signaling pathway
hsa04630	Q9GZX6	JAK-STAT signaling pathway
hsa04630	P01112	JAK-STAT signaling pathway
hsa04630	P16871	JAK-STAT signaling pathway
hsa04630	P52630	JAK-STAT signaling pathway
hsa04630	P01567	JAK-STAT signaling pathway
hsa04630	P01574	JAK-STAT signaling pathway
hsa04630	P62993	JAK-STAT signaling pathway
hsa04630	Q00978	JAK-STAT signaling pathway
hsa04630	Q9HBE4	JAK-STAT signaling pathway
hsa04630	P15248	JAK-STAT signaling pathway
hsa04630	P42336	JAK-STAT signaling pathway
hsa04630	P0DML3	JAK-STAT signaling pathway
hsa04630	Q01344	JAK-STAT signaling pathway
hsa04630	Q9HC73	JAK-STAT signaling pathway
hsa04630	O00329	JAK-STAT signaling pathway
hsa04630	P05112	JAK-STAT signaling pathway
hsa04630	Q99062	JAK-STAT signaling pathway
hsa04630	P01242	JAK-STAT signaling pathway
hsa04630	P08887	JAK-STAT signaling pathway
hsa04630	Q14765	JAK-STAT signaling pathway
hsa04630	P08700	JAK-STAT signaling pathway
hsa04630	Q99665	JAK-STAT signaling pathway
hsa04630	Q9UHD0	JAK-STAT signaling pathway
hsa04630	P19235	JAK-STAT signaling pathway
hsa04630	P29597	JAK-STAT signaling pathway
hsa04630	P0DML3	JAK-STAT signaling pathway
hsa04630	Q9NYY1	JAK-STAT signaling pathway
hsa04630	P20809	JAK-STAT signaling pathway
hsa04630	P01133	JAK-STAT signaling pathway
hsa04630	O14508	JAK-STAT signaling pathway
hsa04630	P17181	JAK-STAT signaling pathway
hsa04630	P32927	JAK-STAT signaling pathway
hsa04630	P01563	JAK-STAT signaling pathway
hsa04630	P01588	JAK-STAT signaling pathway
hsa04630	P15260	JAK-STAT signaling pathway
hsa04630	P09919	JAK-STAT signaling pathway
hsa04630	Q969J5	JAK-STAT signaling pathway
hsa04630	P05000	JAK-STAT signaling pathway
hsa04630	P01568	JAK-STAT signaling pathway
hsa04630	P30281	JAK-STAT signaling pathway
hsa04630	P42701	JAK-STAT signaling pathway
hsa04630	Q8NI17	JAK-STAT signaling pathway
hsa04630	Q08334	JAK-STAT signaling pathway
hsa04630	P23458	JAK-STAT signaling pathway
hsa04630	P78552	JAK-STAT signaling pathway
hsa04630	Q14627	JAK-STAT signaling pathway
hsa04630	Q9NSE2	JAK-STAT signaling pathway
hsa04630	P22301	JAK-STAT signaling pathway
hsa04630	P01566	JAK-STAT signaling pathway
hsa04630	P31751	JAK-STAT signaling pathway
hsa04630	P42226	JAK-STAT signaling pathway
hsa04630	Q8N2W9	JAK-STAT signaling pathway
hsa04630	P40763	JAK-STAT signaling pathway
hsa04630	P16471	JAK-STAT signaling pathway
hsa04630	P04141	JAK-STAT signaling pathway
hsa04630	P40225	JAK-STAT signaling pathway
hsa04630	P01570	JAK-STAT signaling pathway
hsa04630	Q01113	JAK-STAT signaling pathway
hsa04630	P24394	JAK-STAT signaling pathway
hsa04630	Q8IZJ0	JAK-STAT signaling pathway
hsa04630	P01562	JAK-STAT signaling pathway
hsa04630	P42229	JAK-STAT signaling pathway
hsa04630	Q9NPH9	JAK-STAT signaling pathway
hsa04630	Q8IZI9	JAK-STAT signaling pathway
hsa04630	Q8IU57	JAK-STAT signaling pathway
hsa04630	P42702	JAK-STAT signaling pathway
hsa04630	O75886	JAK-STAT signaling pathway
hsa04630	P14784	JAK-STAT signaling pathway
hsa04630	P40933	JAK-STAT signaling pathway
hsa04630	Q92569	JAK-STAT signaling pathway
hsa04630	Q09472	JAK-STAT signaling pathway
hsa04630	P35225	JAK-STAT signaling pathway
hsa04630	P29460	JAK-STAT signaling pathway
hsa04630	P26992	JAK-STAT signaling pathway
hsa04630	P24385	JAK-STAT signaling pathway
hsa04630	P42345	JAK-STAT signaling pathway
hsa04630	Q8IU54	JAK-STAT signaling pathway
hsa04630	Q8NEV9	JAK-STAT signaling pathway
hsa04630	Q07817	JAK-STAT signaling pathway
hsa04630	P11309	JAK-STAT signaling pathway
hsa04630	Q9UBD9	JAK-STAT signaling pathway
hsa04630	Q13261	JAK-STAT signaling pathway
hsa04630	Q9Y6X2	JAK-STAT signaling pathway
hsa04630	P00533	JAK-STAT signaling pathway
hsa04630	P42338	JAK-STAT signaling pathway
hsa04630	O75925	JAK-STAT signaling pathway
hsa04630	P01562	JAK-STAT signaling pathway
hsa04630	O00459	JAK-STAT signaling pathway
hsa04630	P48551	JAK-STAT signaling pathway
hsa04630	P17706	JAK-STAT signaling pathway
hsa04630	Q06278	JAK-STAT signaling pathway
hsa04630	P38936	JAK-STAT signaling pathway
hsa04668	Q12933	TNF signaling pathway
hsa04668	O15111	TNF signaling pathway
hsa04668	Q8NB16	TNF signaling pathway
hsa04668	P18848	TNF signaling pathway
hsa04668	O43318	TNF signaling pathway
hsa04668	Q92569	TNF signaling pathway
hsa04668	P45984	TNF signaling pathway
hsa04668	P25963	TNF signaling pathway
hsa04668	Q8TEY5	TNF signaling pathway
hsa04668	Q9Y243	TNF signaling pathway
hsa04668	P80162	TNF signaling pathway
hsa04668	Q96HS1	TNF signaling pathway
hsa04668	P01374	TNF signaling pathway
hsa04668	O00429	TNF signaling pathway
hsa04668	P27361	TNF signaling pathway
hsa04668	P53778	TNF signaling pathway
hsa04668	O75676	TNF signaling pathway
hsa04668	Q13546	TNF signaling pathway
hsa04668	Q13114	TNF signaling pathway
hsa04668	P16220	TNF signaling pathway
hsa04668	P28482	TNF signaling pathway
hsa04668	Q96BA8	TNF signaling pathway
hsa04668	P25445	TNF signaling pathway
hsa04668	P17275	TNF signaling pathway
hsa04668	P19838	TNF signaling pathway
hsa04668	Q04206	TNF signaling pathway
hsa04668	O00329	TNF signaling pathway
hsa04668	O15519	TNF signaling pathway
hsa04668	Q68CJ9	TNF signaling pathway
hsa04668	P17676	TNF signaling pathway
hsa04668	Q02750	TNF signaling pathway
hsa04668	P98170	TNF signaling pathway
hsa04668	P08254	TNF signaling pathway
hsa04668	Q5VWQ8	TNF signaling pathway
hsa04668	P21580	TNF signaling pathway
hsa04668	Q99941	TNF signaling pathway
hsa04668	Q99558	TNF signaling pathway
hsa04668	P16581	TNF signaling pathway
hsa04668	P19875	TNF signaling pathway
hsa04668	Q13158	TNF signaling pathway
hsa04668	P45983	TNF signaling pathway
hsa04668	P01375	TNF signaling pathway
hsa04668	O15264	TNF signaling pathway
hsa04668	Q02930	TNF signaling pathway
hsa04668	P09603	TNF signaling pathway
hsa04668	P42338	TNF signaling pathway
hsa04668	P19438	TNF signaling pathway
hsa04668	Q96J02	TNF signaling pathway
hsa04668	P05305	TNF signaling pathway
hsa04668	P78556	TNF signaling pathway
hsa04668	P10914	TNF signaling pathway
hsa04668	P53779	TNF signaling pathway
hsa04668	P78423	TNF signaling pathway
hsa04668	Q70SY1	TNF signaling pathway
hsa04668	Q99683	TNF signaling pathway
hsa04668	P55210	TNF signaling pathway
hsa04668	Q9NYJ8	TNF signaling pathway
hsa04668	P05412	TNF signaling pathway
hsa04668	P15018	TNF signaling pathway
hsa04668	Q13489	TNF signaling pathway
hsa04668	P41279	TNF signaling pathway
hsa04668	P13500	TNF signaling pathway
hsa04668	O00463	TNF signaling pathway
hsa04668	P35354	TNF signaling pathway
hsa04668	O95429	TNF signaling pathway
hsa04668	P09341	TNF signaling pathway
hsa04668	P05231	TNF signaling pathway
hsa04668	P05362	TNF signaling pathway
hsa04668	P13501	TNF signaling pathway
hsa04668	P14780	TNF signaling pathway
hsa04668	Q9Y6K9	TNF signaling pathway
hsa04668	O43889	TNF signaling pathway
hsa04668	P42830	TNF signaling pathway
hsa04668	P45985	TNF signaling pathway
hsa04668	P15336	TNF signaling pathway
hsa04668	P27986	TNF signaling pathway
hsa04668	P04141	TNF signaling pathway
hsa04668	P49767	TNF signaling pathway
hsa04668	Q92851	TNF signaling pathway
hsa04668	P01584	TNF signaling pathway
hsa04668	P42574	TNF signaling pathway
hsa04668	P31751	TNF signaling pathway
hsa04668	P20749	TNF signaling pathway
hsa04668	P31749	TNF signaling pathway
hsa04668	Q13077	TNF signaling pathway
hsa04668	Q15759	TNF signaling pathway
hsa04668	Q9Y572	TNF signaling pathway
hsa04668	O14733	TNF signaling pathway
hsa04668	P52564	TNF signaling pathway
hsa04668	P50281	TNF signaling pathway
hsa04668	Q13478	TNF signaling pathway
hsa04668	Q15750	TNF signaling pathway
hsa04668	P01574	TNF signaling pathway
hsa04668	O14543	TNF signaling pathway
hsa04668	P19320	TNF signaling pathway
hsa04668	Q15628	TNF signaling pathway
hsa04668	P19876	TNF signaling pathway
hsa04668	P20333	TNF signaling pathway
hsa04668	O14920	TNF signaling pathway
hsa04668	P46734	TNF signaling pathway
hsa04668	P40933	TNF signaling pathway
hsa04668	Q9HC29	TNF signaling pathway
hsa04668	O75582	TNF signaling pathway
hsa04668	Q13490	TNF signaling pathway
hsa04668	Q14790	TNF signaling pathway
hsa04668	O43915	TNF signaling pathway
hsa04668	P01100	TNF signaling pathway
hsa04668	P02778	TNF signaling pathway
hsa04668	P42336	TNF signaling pathway
hsa04668	Q16539	TNF signaling pathway
hsa04668	Q9NQC7	TNF signaling pathway
hsa04668	O00459	TNF signaling pathway
hsa04668	P78504	TNF signaling pathway
